time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,pressure_msl_mean,precipitation_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,sunshine_duration
2020-04-03,25.8,15.4,20.9,77,38,1009.6,6.0,6.0,27.4,14.45,40404.56
2020-04-04,23.3,13.7,17.6,82,37,1014.1,0.0,0.0,16.2,22.52,41928.92
2020-04-05,25.2,15.5,18.9,83,50,1016.8,0.0,0.0,17.5,21.82,40031.85
2020-04-06,29.3,15.9,21.8,75,72,1015.3,0.0,0.0,13.9,21.81,35899.7
2020-04-07,23.8,17.5,19.8,86,95,1015.9,2.1,9.0,20.9,10.69,15028.53
2020-04-08,20.7,14.9,17.6,87,85,1017.5,0.7,4.0,18.9,10.67,18523.65
2020-04-09,21.0,12.8,16.2,77,19,1017.1,0.0,0.0,16.3,22.17,40368.97
2020-04-10,22.3,12.0,15.9,82,40,1016.7,0.0,0.0,20.1,21.48,37106.82
2020-04-11,21.6,13.2,16.5,82,63,1017.3,0.0,0.0,20.0,15.78,39267.27
2020-04-12,23.2,14.1,17.1,81,48,1019.0,0.0,0.0,20.0,19.5,39225.44
2020-04-13,24.5,13.0,17.4,84,46,1017.7,0.0,0.0,18.9,20.95,40461.28
2020-04-14,24.2,15.3,19.2,83,98,1012.3,1.1,8.0,24.9,11.03,15141.55
2020-04-15,25.6,16.4,20.3,70,72,1014.3,0.0,0.0,22.5,15.85,37119.5
2020-04-16,26.3,15.5,18.8,78,65,1019.5,0.0,0.0,20.6,15.43,36490.51
2020-04-17,21.2,14.0,16.8,83,61,1022.9,0.0,0.0,19.9,12.97,31062.56
2020-04-18,22.4,13.8,17.1,84,72,1022.9,0.0,0.0,20.4,13.17,25792.61
2020-04-19,23.4,14.8,18.0,82,75,1022.0,0.2,2.0,20.3,14.67,39648.41
2020-04-20,24.0,14.9,18.0,80,58,1020.6,0.0,0.0,20.9,16.34,39434.01
2020-04-21,24.6,13.1,17.7,81,50,1019.0,0.0,0.0,21.3,18.72,37732.03
2020-04-22,24.6,14.4,17.6,82,58,1018.0,0.0,0.0,22.2,17.84,34951.42
2020-04-23,24.9,14.2,18.1,80,66,1018.1,0.1,1.0,20.9,17.07,27705.23
2020-04-24,26.0,15.7,19.6,81,51,1019.3,0.0,0.0,18.4,14.8,38459.52
2020-04-25,27.7,15.8,20.2,78,21,1020.3,0.0,0.0,19.2,19.35,38759.37
2020-04-26,26.6,13.8,19.2,72,4,1021.5,0.0,0.0,17.6,20.41,40253.39
2020-04-27,24.4,14.6,18.1,80,35,1023.7,0.0,0.0,22.5,17.96,36461.21
2020-04-28,25.5,13.9,18.9,76,32,1022.1,0.0,0.0,16.1,19.48,39457.2
2020-04-29,25.9,14.1,19.8,63,29,1020.1,0.0,0.0,13.3,19.67,38384.53
2020-04-30,26.2,14.5,20.3,57,60,1018.2,0.0,0.0,16.0,16.92,38357.82
2020-05-01,26.2,13.7,19.5,75,35,1019.1,0.9,4.0,14.4,17.15,37991.16
2020-05-02,24.9,15.7,19.1,83,65,1017.6,3.2,9.0,19.1,15.17,37052.22
2020-05-03,20.7,12.0,15.7,80,27,1020.0,0.0,0.0,17.1,15.7,39073.68
2020-05-04,23.2,11.5,15.8,80,54,1017.8,0.0,0.0,16.1,17.17,38038.09
2020-05-05,26.4,11.6,18.6,64,61,1014.6,0.0,0.0,25.2,18.54,37385.98
2020-05-06,26.2,14.7,19.5,66,90,1014.6,13.9,7.0,24.6,12.13,26530.83
2020-05-07,16.2,12.1,13.8,87,94,1021.1,3.6,16.0,21.6,7.32,14251.08
2020-05-08,18.6,11.3,14.0,87,73,1024.2,0.0,0.0,17.8,11.1,33690.13
2020-05-09,21.0,12.2,15.3,82,37,1023.5,0.0,0.0,17.3,18.26,37739.14
2020-05-10,22.9,10.5,16.0,76,9,1021.2,0.0,0.0,14.2,18.61,37809.04
2020-05-11,23.1,10.5,16.5,69,0,1020.2,0.0,0.0,15.8,18.71,38645.73
2020-05-12,24.5,9.7,16.9,63,53,1017.6,0.0,0.0,16.6,18.35,38413.15
2020-05-13,23.5,11.6,17.9,68,84,1015.1,0.0,0.0,25.0,10.78,27081.91
2020-05-14,21.1,15.0,17.2,85,97,1017.4,6.5,14.0,19.5,7.78,17733.52
2020-05-15,16.9,13.5,15.2,90,94,1020.5,1.0,7.0,17.1,4.83,0.0
2020-05-16,21.8,12.5,15.9,85,37,1018.9,0.0,0.0,16.3,16.25,37059.34
2020-05-17,22.8,9.4,14.7,81,38,1019.9,0.0,0.0,10.9,17.01,33744.76
2020-05-18,23.2,10.3,14.9,86,53,1022.2,0.0,0.0,16.6,16.37,37088.68
2020-05-19,23.1,13.8,17.1,85,40,1024.1,0.0,0.0,18.3,16.97,35754.22
2020-05-20,23.7,14.1,17.8,83,29,1023.2,0.0,0.0,17.4,15.19,33992.79
2020-05-21,25.2,12.7,18.5,73,31,1020.1,0.0,0.0,12.9,14.89,36767.02
2020-05-22,25.9,15.5,20.0,63,96,1016.5,0.0,0.0,22.6,13.8,36050.13
2020-05-23,22.1,15.6,19.5,76,99,1014.7,2.1,8.0,36.0,5.46,8805.17
2020-05-24,16.5,10.3,13.3,73,82,1018.6,0.0,0.0,24.2,10.29,22398.33
2020-05-25,18.1,9.6,13.3,66,22,1015.6,0.0,0.0,28.3,16.65,36907.9
2020-05-26,18.6,8.6,13.3,62,0,1015.7,0.0,0.0,24.5,17.36,36657.68
2020-05-27,19.6,7.7,12.5,72,1,1018.7,0.0,0.0,16.4,17.18,36680.49
2020-05-28,19.6,7.0,12.1,81,27,1021.6,0.0,0.0,13.7,16.93,36650.78
2020-05-29,24.0,8.3,14.9,76,10,1020.5,0.0,0.0,10.0,17.05,36723.63
2020-05-30,24.5,8.6,15.9,64,44,1018.8,0.0,0.0,15.9,16.87,36664.5
2020-05-31,22.9,10.3,16.1,58,22,1018.1,0.0,0.0,17.1,16.82,36763.11
2020-06-01,24.6,11.3,17.4,64,18,1017.2,0.0,0.0,15.3,16.18,36399.59
2020-06-02,17.7,14.0,15.7,90,92,1018.1,4.0,9.0,14.4,5.22,9632.53
2020-06-03,20.3,14.0,16.4,90,78,1020.6,7.2,9.0,15.1,9.6,33439.25
2020-06-04,20.9,15.6,17.5,90,96,1022.7,0.8,6.0,15.5,8.59,22686.67
2020-06-05,23.1,16.3,18.4,88,96,1021.4,5.4,15.0,10.7,8.71,16812.01
2020-06-06,24.6,16.6,20.0,74,87,1017.9,0.4,3.0,19.3,8.04,16860.84
2020-06-07,23.5,16.4,19.1,81,31,1019.5,2.6,10.0,19.3,13.92,36415.0
2020-06-08,23.4,13.6,18.5,85,22,1019.2,0.5,3.0,17.0,12.75,36137.1
2020-06-09,25.2,15.5,19.9,82,61,1016.8,0.6,4.0,15.0,11.98,36000.0
2020-06-10,26.0,17.6,21.0,78,82,1015.6,0.6,2.0,20.9,11.65,36000.0
2020-06-11,26.6,17.9,21.4,68,45,1016.1,0.0,0.0,23.2,15.4,36412.11
2020-06-12,26.6,13.7,20.0,70,69,1016.5,0.0,0.0,15.2,15.35,36131.13
2020-06-13,26.8,13.8,19.9,69,53,1018.5,0.0,0.0,18.0,15.29,36407.3
2020-06-14,17.4,14.3,15.8,90,99,1025.6,1.5,6.0,21.4,3.72,0.0
2020-06-15,20.3,14.1,16.4,85,77,1027.1,0.0,0.0,19.9,9.5,27058.83
2020-06-16,22.3,13.8,16.8,86,65,1026.6,0.0,0.0,20.4,11.35,31366.74
2020-06-17,22.5,14.2,17.2,80,39,1024.1,0.0,0.0,18.9,14.27,32267.5
2020-06-18,23.5,11.9,17.3,66,49,1020.9,0.0,0.0,18.6,15.74,36000.0
2020-06-19,24.5,13.4,18.3,65,26,1020.3,0.0,0.0,18.2,15.72,36661.16
2020-06-20,26.1,12.2,19.2,63,5,1020.6,0.0,0.0,18.2,15.79,36655.52
2020-06-21,26.4,13.7,19.5,68,10,1020.1,0.0,0.0,17.9,14.08,36649.57
2020-06-22,25.4,14.1,19.2,63,22,1020.2,0.0,0.0,10.2,14.62,36363.52
2020-06-23,24.4,13.7,18.2,57,85,1017.9,0.0,0.0,11.9,14.45,35797.56
2020-06-24,24.7,11.4,18.1,58,61,1016.4,0.0,0.0,20.6,15.9,36628.19
2020-06-25,26.1,14.1,20.0,61,94,1015.6,0.0,0.0,27.9,14.06,34156.24
2020-06-26,20.2,14.8,17.3,84,87,1018.3,11.7,14.0,17.9,5.94,14064.61
2020-06-27,15.3,13.0,14.4,95,99,1017.4,26.0,16.0,25.9,2.71,0.0
2020-06-28,16.0,12.3,13.8,90,93,1022.5,0.9,6.0,18.6,7.23,13375.86
2020-06-29,19.6,12.8,15.3,85,96,1021.8,0.0,0.0,20.3,12.51,32060.68
2020-06-30,22.6,12.7,17.7,71,70,1014.3,0.0,0.0,25.8,12.75,36000.0
2020-07-01,19.0,10.0,16.5,69,30,1011.7,0.1,1.0,35.0,12.61,35169.95
2020-07-02,17.6,6.4,11.6,81,24,1017.4,0.0,0.0,10.2,15.13,36825.43
2020-07-03,17.0,9.8,12.3,86,63,1019.7,0.0,0.0,14.4,13.94,36813.2
2020-07-04,22.6,10.0,14.7,82,40,1019.6,0.0,0.0,14.7,15.15,34608.88
2020-07-05,24.7,10.9,17.2,77,26,1018.5,0.0,0.0,16.6,12.51,36787.97
2020-07-06,24.8,14.6,18.5,77,42,1018.3,0.0,0.0,13.8,14.1,36000.0
2020-07-07,26.7,14.6,19.3,74,46,1016.6,0.0,0.0,17.6,14.91,34889.55
2020-07-08,25.3,16.1,19.9,54,42,1013.7,0.0,0.0,30.5,16.07,37580.29
2020-07-09,21.5,12.9,17.0,78,44,1019.8,0.3,2.0,17.4,15.21,37289.05
2020-07-10,21.9,10.2,15.3,85,62,1021.5,0.0,0.0,14.7,15.58,36168.15
2020-07-11,25.5,12.6,18.7,72,14,1018.4,0.0,0.0,20.7,15.57,37537.26
2020-07-12,26.0,14.6,19.8,61,14,1015.6,0.0,0.0,23.5,16.19,37798.78
2020-07-13,26.7,15.2,20.4,65,14,1016.7,0.0,0.0,20.3,14.35,37231.91
2020-07-14,18.8,13.4,16.3,86,81,1021.0,2.1,9.0,16.4,7.15,9303.72
2020-07-15,15.6,12.2,13.7,89,100,1024.0,0.0,0.0,16.3,5.67,731.52
2020-07-16,22.0,12.2,15.6,83,55,1023.2,0.0,0.0,20.5,12.67,28830.99
2020-07-17,23.4,11.7,16.7,84,49,1021.7,0.0,0.0,12.5,9.58,24718.95
2020-07-18,23.9,13.7,17.9,84,35,1022.7,0.0,0.0,13.4,15.67,37914.48
2020-07-19,23.4,11.7,17.4,77,10,1022.0,0.0,0.0,11.4,16.45,38102.4
2020-07-20,24.0,11.6,17.4,60,0,1021.1,0.0,0.0,18.8,17.32,38128.99
2020-07-21,25.2,11.3,17.8,65,14,1019.3,0.0,0.0,16.9,17.15,38155.72
2020-07-22,25.0,13.6,18.3,63,76,1019.2,0.0,0.0,13.5,17.15,38176.81
2020-07-23,26.0,13.0,18.5,66,20,1019.5,0.0,0.0,13.2,17.23,38209.38
2020-07-24,25.6,12.2,18.4,59,0,1019.1,0.0,0.0,16.5,17.42,38236.23
2020-07-25,26.8,13.4,19.7,53,14,1020.6,0.0,0.0,27.4,17.5,38262.99
2020-07-26,19.5,14.4,16.5,85,98,1024.0,0.5,5.0,15.8,8.09,12539.55
2020-07-27,26.8,14.1,19.7,69,59,1020.4,0.0,0.0,21.5,16.92,38316.15
2020-07-28,27.4,15.0,21.1,56,30,1017.7,0.0,0.0,25.7,17.13,37795.65
2020-07-29,17.8,13.3,15.5,85,96,1022.6,0.8,7.0,21.7,6.79,6607.51
2020-07-30,16.0,12.4,13.7,88,98,1026.5,3.8,18.0,21.1,5.06,0.0
2020-07-31,20.9,12.4,15.2,84,71,1026.7,0.0,0.0,25.1,12.16,29789.83
2020-08-01,21.6,12.4,15.5,84,53,1025.8,0.0,0.0,18.7,14.31,33514.81
2020-08-02,22.1,12.9,15.8,83,44,1026.8,0.0,0.0,21.6,17.08,36105.62
2020-08-03,22.1,12.4,15.6,82,41,1027.9,0.0,0.0,16.9,17.0,36791.13
2020-08-04,22.4,10.3,14.9,81,30,1028.2,0.0,0.0,17.3,17.91,38519.45
2020-08-05,22.7,10.7,15.1,81,29,1027.3,0.0,0.0,17.1,18.16,38544.2
2020-08-06,23.3,10.6,15.4,79,16,1026.5,0.0,0.0,19.7,18.62,38568.85
2020-08-07,24.0,9.3,15.8,73,2,1025.6,0.0,0.0,19.6,18.93,38593.36
2020-08-08,24.8,10.8,16.7,73,37,1025.1,0.1,1.0,21.2,18.07,38617.73
2020-08-09,24.5,13.0,17.6,73,49,1023.1,0.0,0.0,17.9,15.44,36792.5
2020-08-10,26.1,11.6,19.0,61,6,1018.5,0.0,0.0,14.3,18.64,38828.04
2020-08-11,26.5,13.8,20.1,47,12,1017.0,0.0,0.0,18.0,17.38,38828.77
2020-08-12,28.0,12.1,18.9,67,16,1016.3,0.0,0.0,14.6,19.06,38828.93
2020-08-13,29.9,15.4,21.6,56,47,1014.0,0.0,0.0,22.2,17.3,38566.68
2020-08-14,28.3,17.8,22.2,56,27,1013.7,0.0,0.0,14.3,15.91,39088.1
2020-08-15,23.7,15.9,20.1,69,51,1013.4,0.4,3.0,23.5,12.9,36112.23
2020-08-16,20.2,15.6,17.2,84,100,1016.3,6.0,13.0,17.1,6.22,979.84
2020-08-17,19.9,15.8,17.5,86,100,1016.8,13.0,20.0,19.9,8.09,1679.0
2020-08-18,18.7,15.5,16.9,89,91,1015.5,21.1,21.0,16.4,3.94,1103.87
2020-08-19,24.8,15.2,18.0,88,53,1014.7,7.5,5.0,19.5,17.0,38874.02
2020-08-20,16.3,12.1,14.4,89,100,1021.1,9.8,13.0,20.3,4.41,283.88
2020-08-21,12.0,8.3,10.2,92,100,1025.0,17.4,19.0,25.3,2.82,0.0
2020-08-22,13.1,7.9,10.3,91,89,1026.2,2.4,15.0,20.0,6.97,17232.03
2020-08-23,16.8,7.8,11.7,85,43,1025.0,0.0,0.0,21.1,14.17,35761.16
2020-08-24,17.6,9.1,12.4,85,35,1023.7,0.0,0.0,20.2,18.26,39255.53
2020-08-25,17.2,7.6,11.9,87,36,1022.6,0.0,0.0,18.6,12.55,33455.08
2020-08-26,20.1,6.6,12.5,85,1,1021.3,0.0,0.0,15.6,21.18,40822.96
2020-08-27,23.7,10.1,15.9,81,17,1020.2,0.0,0.0,13.8,21.01,40811.75
2020-08-28,26.4,13.0,18.7,81,40,1018.2,0.0,0.0,11.9,20.25,37711.12
2020-08-29,27.7,14.1,20.5,70,15,1015.7,0.0,0.0,13.0,20.91,40788.06
2020-08-30,28.8,14.5,20.5,65,10,1016.7,0.0,0.0,15.3,21.14,41363.53
2020-08-31,23.0,15.5,18.1,86,86,1023.3,0.3,3.0,20.6,16.82,32839.89
2020-09-01,21.0,16.0,18.1,87,97,1025.0,0.6,5.0,20.5,11.37,24036.82
2020-09-02,24.7,15.2,18.6,82,59,1021.9,0.0,0.0,21.5,18.03,39160.16
2020-09-03,28.3,15.5,21.1,63,17,1016.7,0.0,0.0,17.5,21.51,41486.0
2020-09-04,30.6,16.1,20.5,66,36,1018.5,0.0,0.0,24.2,20.61,41754.95
2020-09-05,29.2,15.7,20.3,79,84,1020.3,0.0,0.0,17.2,20.71,39217.97
2020-09-06,30.3,14.3,22.1,64,44,1016.6,0.0,0.0,15.8,22.0,41445.06
2020-09-07,26.8,16.5,19.9,81,78,1016.0,0.0,0.0,16.8,20.73,40419.56
2020-09-08,27.9,15.3,19.1,82,78,1016.7,0.0,0.0,19.6,20.55,38025.77
2020-09-09,29.4,15.4,20.2,79,65,1019.2,0.0,0.0,18.8,19.76,40044.3
2020-09-10,32.7,16.3,23.7,64,59,1017.1,0.0,0.0,20.0,19.38,42151.12
2020-09-11,32.5,16.7,23.4,71,67,1016.3,0.0,0.0,13.5,17.88,40876.07
2020-09-12,32.7,19.5,26.0,48,57,1016.3,0.0,0.0,14.8,17.99,40863.24
2020-09-13,32.4,17.9,24.9,53,4,1017.7,0.0,0.0,15.5,22.24,42466.03
2020-09-14,32.0,17.5,23.3,55,38,1019.7,0.3,2.0,23.4,22.68,42546.42
2020-09-15,20.2,15.1,17.1,82,97,1023.4,0.7,5.0,23.6,11.56,17520.48
2020-09-16,30.9,15.0,20.7,73,88,1018.0,0.0,0.0,17.9,21.53,41061.47
2020-09-17,32.2,16.4,22.0,69,71,1014.6,0.0,0.0,20.0,18.71,42557.87
2020-09-18,28.1,15.5,21.9,62,58,1013.7,0.0,0.0,17.7,9.27,18998.46
2020-09-19,31.1,18.5,23.5,59,81,1013.3,0.1,1.0,19.3,18.39,35988.05
2020-09-20,20.1,15.4,17.5,86,99,1018.7,1.8,11.0,18.2,6.76,2235.16
2020-09-21,18.1,13.7,15.7,90,100,1020.4,7.0,19.0,22.0,8.01,4397.21
2020-09-22,15.3,13.3,14.0,92,98,1023.6,20.0,20.0,23.4,4.54,1147.38
2020-09-23,20.7,13.2,16.2,87,81,1024.3,3.4,9.0,21.5,11.02,16440.2
2020-09-24,24.4,13.4,17.3,87,27,1022.1,0.0,0.0,19.0,22.66,43181.77
2020-09-25,26.4,13.6,18.3,84,57,1019.1,0.0,0.0,16.0,22.67,33961.34
2020-09-26,30.9,15.7,22.0,74,61,1013.9,0.0,0.0,18.3,23.42,38560.14
2020-09-27,33.6,15.3,24.7,57,33,1010.9,0.0,0.0,19.5,23.88,43200.0
2020-09-28,29.6,19.4,22.8,66,85,1012.9,0.0,0.0,30.3,17.3,41121.65
2020-09-29,25.6,17.4,20.3,85,64,1017.7,0.0,0.0,19.1,19.05,36406.27
2020-09-30,34.7,17.5,25.1,65,50,1015.5,0.0,0.0,15.5,21.62,43200.0
2020-10-01,35.5,18.1,27.1,56,15,1012.6,0.0,0.0,18.1,22.45,43200.0
2020-10-02,37.2,21.7,28.7,42,27,1011.9,0.1,1.0,33.9,21.25,43200.0
2020-10-03,27.3,19.0,23.0,70,61,1016.5,0.1,1.0,24.1,19.97,39600.0
2020-10-04,23.1,18.1,19.7,84,97,1019.1,7.9,4.0,24.3,13.13,13232.7
2020-10-05,34.5,17.9,23.2,74,60,1014.8,0.0,0.0,18.9,23.18,39600.0
2020-10-06,35.9,19.8,25.2,69,23,1013.3,0.0,0.0,20.3,22.26,43200.0
2020-10-07,38.1,18.3,27.1,56,44,1013.5,0.1,1.0,26.5,20.59,41478.22
2020-10-08,31.2,18.5,23.2,70,77,1014.1,0.5,1.0,18.5,14.47,34166.95
2020-10-09,21.7,17.7,19.5,90,94,1013.4,18.3,15.0,16.2,9.11,13219.11
2020-10-10,22.5,13.2,17.4,76,54,1015.0,0.0,0.0,21.7,22.46,39600.0
2020-10-11,22.8,11.1,16.0,73,3,1019.2,0.0,0.0,23.8,27.08,43200.0
2020-10-12,26.2,11.6,17.6,79,12,1017.9,0.0,0.0,17.9,26.82,43200.0
2020-10-13,31.1,14.5,22.1,66,64,1014.1,0.0,0.0,19.0,24.6,42086.47
2020-10-14,32.1,17.0,22.6,69,47,1013.6,0.9,2.0,16.6,23.76,43193.77
2020-10-15,20.2,15.4,17.9,87,96,1019.3,7.5,15.0,18.8,7.92,3803.9
2020-10-16,18.5,14.1,15.7,85,85,1022.0,2.4,6.0,21.5,8.3,6568.55
2020-10-17,19.6,12.6,15.7,83,80,1020.6,0.2,2.0,21.4,13.23,16554.23
2020-10-18,24.6,14.5,17.9,80,88,1016.8,0.0,0.0,21.0,14.23,24991.51
2020-10-19,27.5,16.3,20.4,79,93,1015.7,4.3,7.0,12.9,19.26,31524.96
2020-10-20,27.0,17.1,20.7,84,51,1016.8,9.6,10.0,13.3,18.5,36187.6
2020-10-21,24.5,15.9,19.5,87,55,1018.9,1.3,6.0,21.9,20.33,37921.04
2020-10-22,24.1,15.6,18.8,83,52,1019.8,0.1,1.0,23.8,18.19,37524.15
2020-10-23,26.9,15.5,19.6,78,34,1017.7,0.3,3.0,23.6,25.97,43840.78
2020-10-24,23.9,16.8,20.3,80,87,1013.9,0.9,5.0,12.0,13.68,20922.37
2020-10-25,25.2,16.4,19.6,87,55,1011.7,11.3,8.0,18.1,20.45,39874.4
2020-10-26,25.8,15.5,19.5,82,76,1011.3,0.0,0.0,18.9,17.79,35922.26
2020-10-27,29.2,16.2,22.3,72,36,1006.4,0.3,3.0,22.8,23.4,43247.01
2020-10-28,31.8,17.0,23.8,57,1,1007.1,0.0,0.0,19.1,29.45,45029.02
2020-10-29,32.2,16.6,21.8,70,76,1012.0,2.1,4.0,27.1,24.05,40636.26
2020-10-30,18.6,14.7,16.8,94,100,1017.4,37.1,24.0,21.7,5.05,1845.49
2020-10-31,17.8,14.1,15.7,90,85,1018.7,2.0,14.0,25.3,10.32,14020.95
2020-11-01,16.4,11.9,14.2,88,64,1018.1,1.3,7.0,22.1,12.68,22777.75
2020-11-02,18.4,11.1,14.1,81,62,1017.2,0.3,3.0,21.1,18.35,38331.96
2020-11-03,20.1,9.6,14.2,82,43,1016.3,0.6,4.0,21.0,20.19,36932.2
2020-11-04,21.5,9.8,14.9,86,61,1017.2,1.8,7.0,22.2,23.69,39645.53
2020-11-05,21.1,12.9,15.7,86,65,1015.9,3.3,10.0,19.8,20.83,41696.01
2020-11-06,21.9,12.1,15.9,81,59,1017.5,0.0,0.0,22.3,25.91,43200.0
2020-11-07,25.5,11.2,16.8,83,29,1019.4,0.0,0.0,19.6,29.3,43586.12
2020-11-08,28.7,12.6,19.1,76,37,1018.1,0.0,0.0,18.1,28.66,38890.19
2020-11-09,28.1,14.0,20.3,79,64,1016.6,0.3,2.0,21.9,26.31,44875.28
2020-11-10,28.0,18.4,21.3,83,88,1015.5,9.8,14.0,16.6,14.17,20795.4
2020-11-11,28.0,16.7,21.0,85,90,1014.3,10.8,7.0,21.0,18.73,28276.52
2020-11-12,25.5,16.9,20.4,86,84,1013.0,3.8,9.0,14.9,17.99,40473.01
2020-11-13,27.3,16.2,20.6,87,98,1012.6,3.4,2.0,12.7,18.6,27601.29
2020-11-14,28.1,17.9,21.8,84,65,1012.7,2.2,5.0,14.0,25.0,42196.59
2020-11-15,30.1,17.6,23.7,77,61,1012.2,1.3,2.0,13.4,27.0,45142.27
2020-11-16,28.9,19.3,23.6,75,60,1009.6,1.0,2.0,17.6,19.08,36481.75
2020-11-17,24.5,17.3,20.3,87,71,1010.3,15.5,17.0,20.3,15.25,26775.86
2020-11-18,21.0,15.0,17.7,91,98,1012.0,13.9,19.0,21.6,11.24,10910.41
2020-11-19,21.3,13.7,16.7,90,90,1012.0,26.8,19.0,25.3,11.86,16351.99
2020-11-20,19.8,12.8,16.0,86,61,1015.3,0.9,6.0,18.2,18.83,42683.49
2020-11-21,23.1,11.8,16.7,84,41,1016.4,0.5,3.0,21.9,27.89,46842.33
2020-11-22,23.5,13.2,17.7,83,30,1018.8,0.2,2.0,22.2,26.7,46065.6
2020-11-23,24.5,14.4,18.5,82,58,1020.4,0.0,0.0,20.4,24.21,42346.42
2020-11-24,26.6,15.9,19.8,83,54,1020.6,0.2,1.0,20.8,23.67,43894.91
2020-11-25,28.8,16.6,22.0,75,30,1017.8,0.0,0.0,20.6,28.76,44670.9
2020-11-26,29.7,18.6,24.0,64,19,1015.7,0.0,0.0,11.6,25.95,47059.12
2020-11-27,29.6,17.1,22.3,78,51,1017.3,2.5,4.0,18.2,25.45,45962.81
2020-11-28,30.7,18.1,22.5,76,67,1018.7,0.0,0.0,23.0,27.7,42345.7
2020-11-29,31.3,18.4,24.1,66,43,1016.4,1.4,2.0,16.2,24.22,46740.64
2020-11-30,31.9,18.9,24.1,72,71,1014.4,10.3,7.0,25.4,21.44,36787.28
2020-12-01,27.3,18.9,21.9,84,81,1014.6,7.6,9.0,16.8,20.96,34967.66
2020-12-02,26.5,18.4,21.8,84,80,1013.9,2.4,6.0,13.6,19.66,43224.67
2020-12-03,30.0,18.9,23.1,77,89,1011.7,5.9,3.0,23.4,21.2,30897.4
2020-12-04,28.7,19.7,22.9,80,82,1014.9,2.5,3.0,20.9,25.86,45818.39
2020-12-05,24.5,18.1,20.3,88,96,1017.4,9.3,12.0,22.4,12.6,17697.84
2020-12-06,24.5,17.4,19.8,88,96,1015.6,7.3,21.0,18.7,11.79,15760.28
2020-12-07,23.5,18.5,20.4,90,97,1014.1,16.3,24.0,20.5,13.86,25336.18
2020-12-08,26.6,17.8,20.9,87,74,1013.5,7.1,10.0,15.2,22.62,43001.64
2020-12-09,26.1,17.1,20.3,84,55,1014.7,0.7,3.0,18.8,26.43,46311.3
2020-12-10,25.6,15.1,19.7,84,69,1014.9,0.6,3.0,20.6,25.51,44020.34
2020-12-11,26.6,16.8,21.5,81,97,1014.8,1.7,4.0,14.1,19.67,27250.32
2020-12-12,27.6,19.0,21.9,80,85,1015.1,8.8,15.0,15.6,20.04,31888.06
2020-12-13,28.6,20.1,22.7,83,93,1014.4,7.9,13.0,22.2,17.64,24826.06
2020-12-14,28.6,20.1,23.7,80,52,1012.5,6.7,5.0,19.6,25.15,46902.57
2020-12-15,27.8,19.4,23.2,83,88,1012.6,3.9,9.0,15.3,18.01,36711.15
2020-12-16,29.2,18.8,22.7,84,76,1014.2,1.9,5.0,22.7,25.26,42496.29
2020-12-17,27.9,20.0,22.9,85,93,1014.0,1.6,6.0,14.5,18.76,29622.26
2020-12-18,28.2,18.6,22.6,84,72,1011.9,3.4,6.0,16.7,25.21,44889.48
2020-12-19,29.2,19.1,23.8,83,61,1010.4,4.3,5.0,18.2,27.57,41716.72
2020-12-20,30.0,20.6,24.6,78,79,1011.1,2.6,3.0,17.0,26.68,38253.57
2020-12-21,31.4,18.9,23.2,84,79,1012.6,4.3,6.0,21.2,24.54,40618.76
2020-12-22,22.7,17.1,20.2,92,92,1014.7,3.3,15.0,23.0,13.22,20949.23
2020-12-23,23.6,16.2,19.5,86,59,1014.9,1.0,5.0,22.2,18.06,37744.65
2020-12-24,22.3,16.0,18.8,87,54,1015.2,1.7,7.0,23.2,16.81,37086.38
2020-12-25,23.4,15.6,18.5,87,69,1014.6,2.6,7.0,20.9,18.49,39064.77
2020-12-26,24.1,15.9,19.4,86,90,1013.7,3.5,11.0,17.9,17.73,32868.92
2020-12-27,23.2,17.0,20.1,88,74,1015.4,4.5,12.0,14.1,17.24,36544.75
2020-12-28,25.5,18.3,21.2,82,68,1015.9,13.2,11.0,15.6,20.43,38453.59
2020-12-29,26.9,17.6,21.7,83,89,1013.5,10.2,17.0,14.3,20.4,30167.51
2020-12-30,28.4,18.9,22.7,79,38,1012.0,2.4,5.0,20.4,27.45,48058.96
2020-12-31,27.0,19.6,22.2,82,58,1013.5,4.7,13.0,24.8,21.83,31794.99
2021-01-01,26.1,18.3,21.1,85,91,1014.9,10.5,13.0,19.8,16.93,21321.1
2021-01-02,23.3,18.2,20.0,89,76,1014.9,5.0,17.0,19.4,18.83,38156.04
2021-01-03,24.7,17.0,19.5,86,69,1014.2,3.6,10.0,21.9,24.54,43651.82
2021-01-04,26.7,17.0,20.6,84,69,1013.9,2.4,4.0,15.3,24.9,46591.04
2021-01-05,28.5,17.6,22.7,81,88,1013.5,4.7,5.0,12.6,25.03,44265.12
2021-01-06,29.6,20.5,24.0,76,79,1012.7,4.7,6.0,18.5,23.93,35478.51
2021-01-07,28.8,20.7,23.9,79,88,1012.3,5.3,7.0,20.1,22.8,39600.0
2021-01-08,26.5,20.4,22.5,85,90,1012.8,22.5,14.0,17.7,20.24,38477.54
2021-01-09,26.8,19.6,22.0,89,89,1013.0,4.5,13.0,20.4,19.35,34005.3
2021-01-10,27.7,19.3,22.3,88,99,1013.4,9.3,10.0,18.6,18.15,25355.83
